obligation,domaine,libelle,periodicite,realisateurs,criticite,champ,conditions,rang,source,reference,article,url,versionConstatee,corpus,statutCorpus,lecture,luLe,versionEnVigueur,prescrit,verbatim,note,alertes
stockage-dangereux-verification-etancheite,stockage_dangereux,"Vérification régulière de l'état du stockage (rétention, fuites)",autre,exploitant,4,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4412-17 (prévention des débordements et ruptures de parois des récipients),R. 4412-17,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018530917,2008-05-01,code-travail-risque-chimique,retenu,première main,2026-08-27,2008-05-01,"Seul article du Code du travail visant la rupture de parois d'un récipient de stockage. Le mot « rétention » n'apparaît NULLE PART dans le chapitre — il n'existe d'ailleurs pas de section « stockage » : la structure va du champ d'application à l'évaluation, puis aux mesures de prévention. R. 4412-17 est ce qui existe de plus proche, et il suffit. Ajouté le 2026-08-27 après qu'un arbitrage eut établi que R. 4412-11, seul cité jusque-là, ne porte ni « rétention » ni « étanchéité » — son 2° ne fonde que « des procédures d'entretien régulières ».","« Ces mesures portent, notamment, sur le stockage, la manutention et l'isolement des agents chimiques incompatibles. A cet effet, l'employeur prend les mesures appropriées pour empêcher : […] 2° Les risques de débordement ou d'éclaboussures, ainsi que de déversement par rupture des parois des cuves, bassins, réservoirs et récipients de toute nature contenant des produits susceptibles de provoquer des brûlures d'origine thermique ou chimique. »","« A cet effet, l'employeur prend les mesures appropriées pour empêcher : […] 2° Les risques de débordement ou d'éclaboussures, ainsi que de déversement par rupture des parois des cuves, bassins, réservoirs et récipients de toute nature contenant des produits susceptibles de provoquer des brûlures d'origine thermique ou chimique. » Verbatim relevé en première main le 2026-08-27. C'est le seul article du Code du travail qui vise la rupture de parois d'un récipient de stockage ; le mot « rétention » n'y figure pas, ni nulle part ailleurs dans le chapitre.",
stockage-dangereux-ventilation-locaux,stockage_dangereux,Ventilation des locaux de stockage et contrôle annuel,annuelle,personne_qualifiee,4,tout employeur,,fondement,CODE_TRAVAIL,R. 4222-20,R. 4222-20,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018532294/,,code-travail-risque-chimique,obligation_manquante,première main,2026-08-26,2008-05-01,,,,FONDEMENT_NON_RETENU:obligation_manquante VERSION_JAMAIS_CONSTATEE
stockage-dangereux-ventilation-locaux,stockage_dangereux,Ventilation des locaux de stockage et contrôle annuel,annuelle,personne_qualifiee,4,tout employeur,,contexte 1,ARRETE,"Arrêté du 8 octobre 1987, art. 4 (locaux à pollution spécifique)",Arrêté 1987-10-08 art. 4,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006678611,,arrete-1987-10-08-aeration,retenu,agent (verbatim non recoupé),2026-08-26,1988-04-01,"RYTHME NON PORTÉ, relevé le 2026-08-27. Le b) impose « au minimum tous les six mois lorsqu'il existe un système de recyclage » le contrôle de la concentration en poussières ou autres polluants dans les gaines de recyclage, et de tous les systèmes de surveillance. Il S'AJOUTE à l'annuel du a) et porte sur des objets DIFFÉRENTS — l'un les débits et l'état, l'autre les concentrations. Non encodé : la présence d'un système de recyclage est un attribut d'équipement que le modèle n'a pas.",,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-fiches-donnees,stockage_dangereux,Fiches de données de sécurité à jour et accessibles,autre,exploitant,3,tout employeur,,fondement,CODE_TRAVAIL,R. 4412-38 (accès des travailleurs aux fiches de données de sécurité),R. 4412-38,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000036483735/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-formation-personnel,stockage_dangereux,Formation du personnel manipulant des matières dangereuses,autre,exploitant,3,tout employeur,,fondement,CODE_TRAVAIL,R. 4412-38 (agents chimiques dangereux),R. 4412-38,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000036483735/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
stockage-dangereux-formation-personnel,stockage_dangereux,Formation du personnel manipulant des matières dangereuses,autre,exploitant,3,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4412-87 (agents CMR uniquement),R. 4412-87,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000036483731/,,code-travail-risque-chimique,retenu,agent (verbatim non recoupé),2026-08-26,2018-01-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-examen-adequation-mise-en-service,levage,Examen d'adéquation à la mise en service (équipement de levage),mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,fondement,ARRETE,"Arrêté du 1er mars 2004, art. 5 (examen d'adéquation et de montage) et art. 12 à 15",Arrêté 2004-03-01 art. 5,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000439029,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2005-03-31,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-examen-adequation-mise-en-service,levage,Examen d'adéquation à la mise en service (équipement de levage),mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4323-22,R. 4323-22,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531483/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-epreuve-initiale-fonctionnement,levage,Épreuve de fonctionnement à la première mise en service,mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,fondement,ARRETE,"Arrêté du 1er mars 2004, art. 14 (vérification à la mise en service), renvoyant aux art. 5, 10 et 11",Arrêté 2004-03-01 art. 14,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000439029,2005-03-31,arrete-2004-03-01-levage,retenu,première main,2026-08-26,2005-03-31,"Exige, avant mise en service des appareils neufs ou d'occasion dont l'aptitude à l'emploi n'a PAS été vérifiée dans leurs configurations d'utilisation : examen d'adéquation, examen de montage si installé à demeure, épreuve statique et épreuve dynamique. Les articles 6, 10 et 11 DÉFINISSENT ces épreuves ; seul l'article 14 les EXIGE. L'exception du d) était encodée à l'envers dans le référentiel avant le 2026-08-26.",« d) De l'épreuve dynamique prévue par l'article 11. Cette épreuve n'est pas exigée pour les appareils de levage mus par la force humaine employée directement sauf s'ils sont conçus pour lever des personnes. »,« d) De l'épreuve dynamique prévue par l'article 11. Cette épreuve n'est pas exigée pour les appareils de levage mus par la force humaine employée directement sauf s'ils sont conçus pour lever des personnes. » Verbatim relevé en première main le 2026-08-26.,
levage-epreuve-initiale-fonctionnement,levage,Épreuve de fonctionnement à la première mise en service,mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4323-22,R. 4323-22,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531483/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-annuelle-charges,levage,Vérification générale périodique annuelle (levage de charges),annuelle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur ≠ true (sauf si),fondement,CODE_TRAVAIL,R. 4323-23 et R. 4323-24,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-annuelle-charges,levage,Vérification générale périodique annuelle (levage de charges),annuelle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur ≠ true (sauf si),contexte 1,ARRETE,"Arrêté du 1er mars 2004, art. 23 (périodicité de 12 mois)",Arrêté 2004-03-01 art. 23,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006680469,,arrete-2004-03-01-levage,retenu,première main,2026-08-26,2005-03-31,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-chariot-gerbeur,levage,"Vérification générale périodique semestrielle (chariot élévateur, gerbeur)",semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur = true (seulement si),fondement,ARRETE,"Arrêté du 1er mars 2004, art. 23 a)",Arrêté 2004-03-01 art. 23,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006680469,,arrete-2004-03-01-levage,retenu,première main,2026-08-26,2005-03-31,,,"« Toutefois, cette périodicité est de : a) Six mois pour les appareils de levage ci-après : - appareils de levage listés aux II et III de l'article 20 […] ».",SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-chariot-gerbeur,levage,"Vérification générale périodique semestrielle (chariot élévateur, gerbeur)",semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur = true (seulement si),contexte 1,CODE_TRAVAIL,R. 4323-23,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-chariot-gerbeur,levage,"Vérification générale périodique semestrielle (chariot élévateur, gerbeur)",semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur = true (seulement si),contexte 2,ARRETE,"Arrêté du 1er mars 2004, art. 20-II",Arrêté 2004-03-01 art. 20,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006680466,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2005-03-31,,,Liste où figurent les « chariots élévateurs » et les « hayons élévateurs ».,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-chariot-gerbeur,levage,"Vérification générale périodique semestrielle (chariot élévateur, gerbeur)",semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estChariotOuGerbeur = true (seulement si),contexte 3,ARRETE,"Arrêté du 1er mars 2004, annexe",Arrêté 2004-03-01 annexe,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000023453892,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2011-01-09,,,"Version du 9 janvier 2011. Range « chariots automoteurs élévateurs à conducteur porté ou non, gerbeurs » dans une même famille — c'est par elle que le gerbeur rejoint les « chariots élévateurs » de l'article 20-II, le mot n'y figurant pas. La même annexe exclut les transpalettes à simple décollement de charge.",SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-trimestrielle-force-humaine,levage,Vérification générale trimestrielle (appareil manuel élevant un poste de travail),trimestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estMuParForceHumaine = true (seulement si) ET EQUIPEMENT_LEVAGE.sertAuLevageDePersonnes ≠ false (sauf si),fondement,ARRETE,"Arrêté du 1er mars 2004, art. 23 b) (périodicité de 3 mois)",Arrêté 2004-03-01 art. 23,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006680469,2005-03-31,arrete-2004-03-01-levage,retenu,première main,2026-08-26,2005-03-31,,,"« Toutefois, cette périodicité est de : […] b) Trois mois pour les appareils de levage, mus par la force humaine employée directement, utilisés pour déplacer en élévation un poste de travail. » Verbatim relevé le 2026-08-26.",CORPUS_NE_RENVOIE_PAS SANS_VERBATIM
levage-vgp-trimestrielle-force-humaine,levage,Vérification générale trimestrielle (appareil manuel élevant un poste de travail),trimestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.estMuParForceHumaine = true (seulement si) ET EQUIPEMENT_LEVAGE.sertAuLevageDePersonnes ≠ false (sauf si),contexte 1,CODE_TRAVAIL,R. 4323-23,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,CORPUS_NE_RENVOIE_PAS SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-personnes,levage,Vérification générale semestrielle (levage de personnes),semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.sertAuLevageDePersonnes ≠ false (sauf si) ET EQUIPEMENT_LEVAGE.estMuParForceHumaine ≠ true (sauf si),fondement,ARRETE,"Arrêté du 1er mars 2004, art. 23 (périodicité de 6 mois pour les appareils servant au transport de personnes ou à l'élévation d'un poste de travail)",Arrêté 2004-03-01 art. 23,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000006680469,,arrete-2004-03-01-levage,retenu,première main,2026-08-26,2005-03-31,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-semestrielle-personnes,levage,Vérification générale semestrielle (levage de personnes),semestrielle,personne_qualifiee ou organisme_agree,5,tout employeur,EQUIPEMENT_LEVAGE.sertAuLevageDePersonnes ≠ false (sauf si) ET EQUIPEMENT_LEVAGE.estMuParForceHumaine ≠ true (sauf si),contexte 1,CODE_TRAVAIL,R. 4323-23,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-accessoires-annuelle,levage,"Vérification périodique des accessoires de levage (élingues, crochets, anneaux)",annuelle,personne_qualifiee,4,tout employeur,EQUIPEMENT_LEVAGE.aAccessoiresDeLevage ≠ false (sauf si),fondement,ARRETE,"Arrêté du 1er mars 2004, art. 24 (vérification périodique des accessoires)",Arrêté 2004-03-01 art. 24,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000439029,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-vgp-accessoires-annuelle,levage,"Vérification périodique des accessoires de levage (élingues, crochets, anneaux)",annuelle,personne_qualifiee,4,tout employeur,EQUIPEMENT_LEVAGE.aAccessoiresDeLevage ≠ false (sauf si),contexte 1,CODE_TRAVAIL,R. 4323-23,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-examen-etat-conservation,levage,Examen de l'état de conservation (équipement de levage en service),annuelle,personne_qualifiee,5,tout employeur,,fondement,ARRETE,"Arrêté du 1er mars 2004, art. 9 (examen de l'état de conservation) et art. 22",Arrêté 2004-03-01 art. 9,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000439029,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2005-03-31,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-examen-etat-conservation,levage,Examen de l'état de conservation (équipement de levage en service),annuelle,personne_qualifiee,5,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4323-23,R. 4323-23,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531479/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-remise-en-service-apres-reparation,levage,Examen approfondi à la remise en service (après réparation notable),mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,fondement,CODE_TRAVAIL,R. 4323-28,R. 4323-28,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531467/,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-remise-en-service-apres-reparation,levage,Examen approfondi à la remise en service (après réparation notable),mise_en_service_uniquement,personne_qualifiee,5,tout employeur,,contexte 1,ARRETE,"Arrêté du 1er mars 2004, art. 18 à 21 (remise en service)",Arrêté 2004-03-01 art. 19,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000439029,,arrete-2004-03-01-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-registre-securite-consignation,levage,Tenue du registre de sécurité (vérifications levage),autre,exploitant,3,tout employeur,,fondement,CODE_TRAVAIL,R. 4323-25,R. 4323-25,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531475,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,Fonde la consignation : « Le résultat des vérifications générales périodiques est consigné sur le ou les registres de sécurité mentionnés à l'article L. 4711-5. »,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-registre-securite-consignation,levage,Tenue du registre de sécurité (vérifications levage),autre,exploitant,3,tout employeur,,contexte 1,CODE_TRAVAIL,R. 4323-26,R. 4323-26,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531473,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,Annexion au registre des rapports établis par un vérificateur extérieur à l'établissement.,SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
levage-registre-securite-consignation,levage,Tenue du registre de sécurité (vérifications levage),autre,exploitant,3,tout employeur,,contexte 2,CODE_TRAVAIL,R. 4323-27,R. 4323-27,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000018531471,,code-travail-levage,retenu,agent (verbatim non recoupé),2026-08-26,2008-05-01,,,"Autorise la tenue et la conservation du registre sur tout support, dans les conditions de l'article L. 8113-6 — c'est cet article qui fonde le registre numérique, et non L. 4711-5.",SANS_VERBATIM VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-mise-en-service,froid,Contrôle d'étanchéité à la mise en service (installation frigorifique),mise_en_service_uniquement,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si),fondement,CODE_ENVIRONNEMENT,"R. 543-79, al. 1",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »","Contrôle d'étanchéité lors de la mise en service, par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. L'alinéa porte aussi le seuil national : charge en HCFC supérieure à 2 kg, ou charge en HFC ou PFC supérieure à 5 tonnes équivalent CO2.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-mise-en-service,froid,Contrôle d'étanchéité à la mise en service (installation frigorifique),mise_en_service_uniquement,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si),contexte 1,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-annuel,froid,Contrôle d'étanchéité annuel (installation frigorifique),annuelle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-annuel,froid,Contrôle d'étanchéité annuel (installation frigorifique),annuelle,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites ≠ true (sauf si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-biennal-detection,froid,Contrôle d'étanchéité tous les deux ans (détection de fuites installée),biennale,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),fondement,REGLEMENT_UE,"Règlement (UE) 2024/573, art. 5",Règlement UE 2024/573 art. 5,https://eur-lex.europa.eu/eli/reg/2024/573/oj/fra,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2024-02-20,Fixe les seuils et les exemptions du contrôle d'étanchéité. D'application directe : opposable sans transposition.,"Seuil de contrôle à 5 tonnes équivalent CO2 pour les équipements fixes ; exemption des équipements hermétiquement scellés contenant moins de 10 tonnes équivalent CO2 ; exemption des appareils de commutation électrique sous conditions de taux de fuite, de dispositif d'alerte ou de charge.","Contrôles d'étanchéité. Déclenchement à 5 t CO2e de gaz de l'annexe I ou 1 kg de gaz de l'annexe II section 1 ; dispense des équipements hermétiquement scellés étiquetés comme tels sous 10 t CO2e ou 2 kg. Abroge le règlement (UE) n° 517/2014 depuis le 11 mars 2024.",VERSION_JAMAIS_CONSTATEE
froid-controle-etancheite-biennal-detection,froid,Contrôle d'étanchéité tous les deux ans (détection de fuites installée),biennale,personne_qualifiee,4,tout employeur · ERP,INSTALLATION_FRIGORIFIQUE.estChargeSousSeuilControle ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estHermetiquementScelleSousSeuil ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure500TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.estChargeSuperieure50TCo2 ≠ true (sauf si) ET INSTALLATION_FRIGORIFIQUE.aDetectionDeFuites = true (seulement si),contexte 1,CODE_ENVIRONNEMENT,"R. 543-79, al. 2",C. env. R. 543-79,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031790640,,froid-fluides-frigorigenes,retenu,première main,2026-08-26,2025-01-01,"Impose au détenteur le contrôle d'étanchéité à la mise en service, son renouvellement périodique, et un constat écrit en cas de fuite. Renvoie encore au règlement (UE) n° 517/2014, abrogé.","« Le détenteur d'un équipement dont la charge en HCFC est supérieure à deux kilogrammes, ou dont la charge en HFC ou PFC est supérieure à cinq tonnes équivalent CO2 […] fait procéder, lors de la mise en service de cet équipement, à un contrôle d'étanchéité […] par un opérateur disposant de l'attestation de capacité prévue à l'article R. 543-99. Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. »",« Ce contrôle est ensuite périodiquement renouvelé dans les conditions définies par arrêté du ministre chargé de l'environnement. Il est également renouvelé à chaque fois que des modifications ayant une incidence sur le circuit contenant les fluides frigorigènes sont apportées à l'équipement. »,VERSION_JAMAIS_CONSTATEE
